model,temperature,epsilon,n_images_repaired,f1_all,f1_nonrepaired_only,f1_repaired_only
moondream:1.8b,0.8,0.6,116,0.2309250506414585,0.2368421052631579,0.22584692597239647
moondream:1.8b,0.8,0.7,116,0.14314652261985142,0.13157894736842105,0.15307402760351316
moondream:1.8b,0.8,0.8,116,0.1026333558406482,0.07309941520467836,0.12797992471769135
moondream:1.8b,0.8,0.9,116,0.04321404456448345,0.026315789473684213,0.05771643663739021
moondream:1.8b,1.0,0.5,116,0.3011734028683181,0.28571428571428575,0.3141486810551559
moondream:1.8b,1.0,0.6,116,0.19947848761408085,0.18285714285714286,0.21342925659472423
moondream:1.8b,1.0,0.7,116,0.1290743155149935,0.11714285714285713,0.13908872901678657
moondream:1.8b,1.0,0.8,116,0.09647979139504563,0.08571428571428572,0.10551558752997603
moondream:1.8b,1.0,0.9,116,0.027379400260756193,0.020000000000000004,0.03357314148681055
qwen2.5vl:3b,0.0,0.5,8,0.5291201982651796,0.5534173855341739,0.1869158878504673
qwen2.5vl:3b,0.0,0.6,8,0.42998760842627015,0.44857332448573317,0.16822429906542055
qwen2.5vl:3b,0.0,0.7,8,0.3097893432465923,0.3238221632382217,0.11214953271028037
qwen2.5vl:3b,0.0,0.8,8,0.22428748451053282,0.23357664233576644,0.09345794392523366
qwen2.5vl:3b,0.0,0.9,8,0.10656753407682774,0.11280690112806901,0.018691588785046728
qwen2.5vl:3b,0.2,0.5,6,0.5283259070655633,0.5337704918032786,0.34782608695652173
qwen2.5vl:3b,0.2,0.6,6,0.41247612985359644,0.41704918032786886,0.2608695652173913
qwen2.5vl:3b,0.2,0.7,6,0.3017186505410566,0.3029508196721311,0.2608695652173913
qwen2.5vl:3b,0.2,0.8,6,0.2087842138765118,0.2098360655737705,0.17391304347826086
qwen2.5vl:3b,0.2,0.9,6,0.11075747931253979,0.1101639344262295,0.13043478260869565
qwen2.5vl:3b,0.4,0.5,4,0.5018820577164367,0.5022421524663677,0.48484848484848486
qwen2.5vl:3b,0.4,0.6,4,0.4002509410288582,0.40358744394618834,0.24242424242424243
qwen2.5vl:3b,0.4,0.7,4,0.27603513174404015,0.28058936579115956,0.06060606060606061
qwen2.5vl:3b,0.4,0.8,4,0.19071518193224593,0.1934657270980141,0.06060606060606061
qwen2.5vl:3b,0.4,0.9,4,0.10163111668757843,0.10249839846252402,0.06060606060606061
qwen2.5vl:3b,0.6,0.5,4,0.49025769956002513,0.5,0.0
qwen2.5vl:3b,0.6,0.6,4,0.3796354494028913,0.38717948717948714,0.0
qwen2.5vl:3b,0.6,0.7,4,0.2853551225644249,0.291025641025641,0.0
qwen2.5vl:3b,0.6,0.8,4,0.20490257699560027,0.20897435897435895,0.0
qwen2.5vl:3b,0.6,0.9,4,0.10685103708359524,0.10897435897435898,0.0
qwen2.5vl:3b,0.8,0.5,1,0.45668316831683164,0.45522388059701496,0.7499999999999999
qwen2.5vl:3b,0.8,0.6,1,0.3465346534653465,0.34577114427860695,0.5
qwen2.5vl:3b,0.8,0.7,1,0.2376237623762376,0.236318407960199,0.5
qwen2.5vl:3b,0.8,0.8,1,0.15841584158415842,0.1567164179104478,0.5
qwen2.5vl:3b,0.8,0.9,1,0.08292079207920793,0.08208955223880599,0.25
qwen2.5vl:7b,0.2,0.5,1,0.6702833031946956,0.6703030303030303,0.6666666666666665
qwen2.5vl:7b,0.2,0.6,1,0.5593731163351416,0.5599999999999999,0.4444444444444445
qwen2.5vl:7b,0.2,0.7,1,0.41832429174201324,0.4193939393939394,0.22222222222222224
qwen2.5vl:7b,0.2,0.8,1,0.3122362869198312,0.31272727272727274,0.22222222222222224
qwen2.5vl:7b,0.2,0.9,1,0.14948764315852925,0.15030303030303033,0.0
qwen3-vl:2b,0.0,0.5,187,0.09601081812035159,0.5617977528089888,0.06618705035971223
qwen3-vl:2b,0.0,0.6,187,0.08113590263691683,0.3595505617977528,0.06330935251798561
qwen3-vl:2b,0.0,0.7,187,0.054090601757944556,0.24719101123595505,0.04172661870503597
qwen3-vl:2b,0.0,0.8,187,0.043272481406355645,0.11235955056179774,0.03884892086330936
qwen3-vl:2b,0.0,0.9,187,0.021636240703177823,0.0898876404494382,0.017266187050359712
qwen3-vl:2b,0.2,0.5,183,0.1078894133513149,0.4736842105263158,0.07742878013148283
qwen3-vl:2b,0.2,0.6,183,0.0849629130141605,0.3157894736842105,0.06574141709276844
qwen3-vl:2b,0.2,0.7,183,0.0633850303438975,0.2631578947368421,0.046749452154857554
qwen3-vl:2b,0.2,0.8,183,0.057990559676331765,0.2456140350877193,0.042366691015339665
qwen3-vl:2b,0.2,0.9,183,0.028320971004720162,0.12280701754385966,0.02045288531775018
qwen3-vl:2b,0.4,0.5,146,0.20224719101123598,0.5560975609756097,0.07071622846781506
qwen3-vl:2b,0.4,0.6,146,0.16259087904824854,0.43414634146341463,0.061650045330915684
qwen3-vl:2b,0.4,0.7,146,0.11764705882352942,0.3170731707317073,0.043517679057116954
qwen3-vl:2b,0.4,0.8,146,0.08195637805684071,0.1951219512195122,0.03989120580235721
qwen3-vl:2b,0.4,0.9,146,0.04494382022471911,0.11219512195121951,0.019945602901178604
qwen3-vl:2b,0.6,0.5,107,0.35092024539877303,0.542997542997543,0.1593137254901961
qwen3-vl:2b,0.6,0.6,107,0.26012269938650306,0.3857493857493857,0.13480392156862744
qwen3-vl:2b,0.6,0.7,107,0.18282208588957055,0.27764127764127766,0.08823529411764705
qwen3-vl:2b,0.6,0.8,107,0.1312883435582822,0.18673218673218672,0.07598039215686274
qwen3-vl:2b,0.6,0.9,107,0.07975460122699388,0.11547911547911546,0.044117647058823525
qwen3-vl:2b,0.8,0.5,82,0.4093357271095152,0.49230769230769234,0.2931034482758621
qwen3-vl:2b,0.8,0.6,82,0.3052064631956912,0.36923076923076925,0.21551724137931033
qwen3-vl:2b,0.8,0.7,82,0.22740873728306407,0.28307692307692306,0.14942528735632185
qwen3-vl:2b,0.8,0.8,82,0.14362657091561942,0.17641025641025643,0.09770114942528736
qwen3-vl:2b,0.8,0.9,82,0.08378216636744464,0.10871794871794871,0.04885057471264368
qwen3-vl:2b,1.0,0.5,159,0.4445768772348033,0.4083044982698962,0.4521238300935925
qwen3-vl:2b,1.0,0.6,159,0.29558998808104886,0.29065743944636674,0.2966162706983442
qwen3-vl:2b,1.0,0.7,159,0.22169249106078667,0.2283737024221453,0.22030237580993522
qwen3-vl:2b,1.0,0.8,159,0.1394517282479142,0.11072664359861592,0.14542836573074153
qwen3-vl:2b,1.0,0.9,159,0.0727056019070322,0.08996539792387544,0.0691144708423326
qwen3-vl:4b,0.0,0.5,116,0.3823163138231631,0.5465838509316769,0.27234927234927236
qwen3-vl:4b,0.0,0.6,116,0.2714819427148194,0.37267080745341613,0.20374220374220378
qwen3-vl:4b,0.0,0.7,116,0.20547945205479454,0.3012422360248447,0.14137214137214138
qwen3-vl:4b,0.0,0.8,116,0.12079701120797011,0.18322981366459626,0.079002079002079
qwen3-vl:4b,0.0,0.9,116,0.07471980074719801,0.12111801242236024,0.04365904365904366
qwen3-vl:4b,0.2,0.5,110,0.3974763406940063,0.5348189415041782,0.28373702422145325
qwen3-vl:4b,0.2,0.6,110,0.2839116719242902,0.37604456824512533,0.20761245674740483
qwen3-vl:4b,0.2,0.7,110,0.19936908517350158,0.27576601671309187,0.13610149942329872
qwen3-vl:4b,0.2,0.8,110,0.11987381703470032,0.1615598885793872,0.08535178777393308
qwen3-vl:4b,0.2,0.9,110,0.0832807570977918,0.11420612813370475,0.05767012687427912
qwen3-vl:4b,0.4,0.5,113,0.41563275434243174,0.5349182763744427,0.33013844515441965
qwen3-vl:4b,0.4,0.6,113,0.2990074441687345,0.3922734026745914,0.2321618743343983
qwen3-vl:4b,0.4,0.7,113,0.2270471464019851,0.3179791976225854,0.16187433439829604
qwen3-vl:4b,0.4,0.8,113,0.13151364764267992,0.18424962852897472,0.09371671991480299
qwen3-vl:4b,0.4,0.9,113,0.09057071960297766,0.13670133729569095,0.05750798722044729
qwen3-vl:4b,0.6,0.5,107,0.4701712935617247,0.5481682496607869,0.4100418410041841
qwen3-vl:4b,0.6,0.6,107,0.3532191376255168,0.4016282225237449,0.3158995815899582
qwen3-vl:4b,0.6,0.7,107,0.2551683402244536,0.3039348710990502,0.21757322175732216
qwen3-vl:4b,0.6,0.8,107,0.13349084465445954,0.17639077340569878,0.10041841004184102
qwen3-vl:4b,0.6,0.9,107,0.08741878322504429,0.12754409769335143,0.056485355648535567
qwen3-vl:4b,0.8,0.5,125,0.4891371818746121,0.5111111111111111,0.4780578898225957
qwen3-vl:4b,0.8,0.6,125,0.35505896958410926,0.3814814814814814,0.3417366946778711
qwen3-vl:4b,0.8,0.7,125,0.2545003103662321,0.3037037037037037,0.2296918767507003
qwen3-vl:4b,0.8,0.8,125,0.14773432650527624,0.20370370370370372,0.11951447245564893
qwen3-vl:4b,0.8,0.9,125,0.09807572936064557,0.13703703703703704,0.0784313725490196
qwen3-vl:4b,1.0,0.5,153,0.43589743589743585,0.5245901639344261,0.4156039009752438
qwen3-vl:4b,1.0,0.6,153,0.30158730158730157,0.36721311475409835,0.2865716429107276
qwen3-vl:4b,1.0,0.7,153,0.2136752136752137,0.25573770491803277,0.2040510127531883
qwen3-vl:4b,1.0,0.8,153,0.12454212454212453,0.15737704918032788,0.11702925731432856
qwen3-vl:4b,1.0,0.9,153,0.08424908424908427,0.11147540983606556,0.07801950487621906
qwen3-vl:8b,0.0,0.5,83,0.4593639575971732,0.5564681724845996,0.3287292817679558
qwen3-vl:8b,0.0,0.6,83,0.33568904593639576,0.4065708418891171,0.24033149171270715
qwen3-vl:8b,0.0,0.7,83,0.2544169611307421,0.3121149897330595,0.17679558011049726
qwen3-vl:8b,0.0,0.8,83,0.13427561837455831,0.16221765913757702,0.09668508287292818
qwen3-vl:8b,0.0,0.9,83,0.09069493521790342,0.10472279260780286,0.0718232044198895
qwen3-vl:8b,0.2,0.5,96,0.5043377674956623,0.5912240184757506,0.41714947856315177
qwen3-vl:8b,0.2,0.6,96,0.34702139965297857,0.41801385681293307,0.2757821552723059
qwen3-vl:8b,0.2,0.7,96,0.26142278773857724,0.30946882217090066,0.21320973348783312
qwen3-vl:8b,0.2,0.8,96,0.13765182186234817,0.15473441108545033,0.1205098493626883
qwen3-vl:8b,0.2,0.9,96,0.08675534991324464,0.09468822170900693,0.07879490150637311
qwen3-vl:8b,0.4,0.5,84,0.4678362573099415,0.5351239669421488,0.38005390835579506
qwen3-vl:8b,0.4,0.6,84,0.32748538011695905,0.384297520661157,0.2533692722371967
qwen3-vl:8b,0.4,0.7,84,0.24444444444444446,0.28512396694214875,0.19137466307277629
qwen3-vl:8b,0.4,0.8,84,0.1216374269005848,0.13636363636363638,0.10242587601078167
qwen3-vl:8b,0.4,0.9,84,0.08304093567251462,0.09504132231404959,0.0673854447439353
qwen3-vl:8b,0.6,0.5,98,0.4921829762594094,0.5169082125603864,0.4694104560622914
qwen3-vl:8b,0.6,0.6,98,0.34163288940359,0.36231884057971014,0.3225806451612903
qwen3-vl:8b,0.6,0.7,98,0.2594093804284887,0.2826086956521739,0.23804226918798665
qwen3-vl:8b,0.6,0.8,98,0.14128546612623044,0.15217391304347824,0.13125695216907673
qwen3-vl:8b,0.6,0.9,98,0.0775911986103069,0.08937198067632848,0.06674082313681867
qwen3-vl:8b,0.8,0.5,99,0.4982618771726535,0.5297845373891001,0.471718249733191
qwen3-vl:8b,0.8,0.6,99,0.354577056778679,0.3878326996197719,0.3265741728922092
qwen3-vl:8b,0.8,0.7,99,0.25840092699884126,0.28136882129277563,0.2390608324439701
qwen3-vl:8b,0.8,0.8,99,0.12746234067207415,0.12674271229404308,0.128068303094984
qwen3-vl:8b,0.8,0.9,99,0.07647740440324449,0.08618504435994931,0.06830309498399147
qwen3-vl:8b,1.0,0.5,101,0.49855407750144587,0.5204755614266842,0.4814814814814815
qwen3-vl:8b,1.0,0.6,101,0.3585887796414112,0.40686922060766184,0.32098765432098764
qwen3-vl:8b,1.0,0.7,101,0.25216888374783114,0.3038309114927345,0.2119341563786008
qwen3-vl:8b,1.0,0.8,101,0.13533834586466167,0.17437252311756937,0.10493827160493827
qwen3-vl:8b,1.0,0.9,101,0.09022556390977444,0.11624834874504625,0.0699588477366255
