model,temperature,epsilon,n_matched_with_weight,n_missed,mae,medae,nmae_legacy,cpmae,cpmae_fp
mistral-small3.1:24b,0.6,0.9,89,781,40.842696629213485,34.0,119.9816091954023,140.74367816091953,256.8873563218391
mistral-small3.1:24b,0.8,0.5,410,460,50.12682926829268,30.5,91.82988505747126,102.25402298850575,160.06494252873563
mistral-small3.1:24b,0.8,0.6,316,554,46.72784810126582,30.0,99.11724137931034,111.64597701149425,185.23275862068965
mistral-small3.1:24b,0.8,0.7,217,653,49.07373271889401,34.0,109.06436781609196,121.94597701149425,210.3155172413793
mistral-small3.1:24b,0.8,0.8,137,733,35.45985401459854,26.0,114.27011494252874,133.98620689655172,238.8212643678161
mistral-small3.1:24b,0.8,0.9,86,784,35.906976744186046,27.0,119.7977011494253,140.8816091954023,255.19367816091955
mistral-small3.1:24b,1.0,0.5,396,474,53.94444444444444,33.0,94.8367816091954,106.31954022988506,171.5390804597701
mistral-small3.1:24b,1.0,0.6,297,573,52.83838383838384,34.0,103.0,115.95517241379311,197.63333333333333
mistral-small3.1:24b,1.0,0.7,199,671,53.64824120603015,36.0,111.76436781609195,126.46551724137932,224.9390804597701
mistral-small3.1:24b,1.0,0.8,130,740,42.4,32.0,116.05977011494252,136.416091954023,249.1712643678161
mistral-small3.1:24b,1.0,0.9,81,789,42.925925925925924,36.0,120.98620689655172,142.7735632183908,264.2816091954023
moondream:1.8b,0.0,0.5,0,870,,,129.0,151.85402298850576,151.8574712643678
moondream:1.8b,0.0,0.6,0,870,,,129.0,151.85402298850576,151.8574712643678
moondream:1.8b,0.0,0.7,0,870,,,129.0,151.85402298850576,151.8574712643678
moondream:1.8b,0.0,0.8,0,870,,,129.0,151.85402298850576,151.8574712643678
moondream:1.8b,0.0,0.9,0,870,,,129.0,151.85402298850576,151.8574712643678
moondream:1.8b,0.2,0.5,0,870,,,129.0,151.85402298850576,151.85489655172415
moondream:1.8b,0.2,0.6,0,870,,,129.0,151.85402298850576,151.85489655172415
moondream:1.8b,0.2,0.7,0,870,,,129.0,151.85402298850576,151.85489655172415
moondream:1.8b,0.2,0.8,0,870,,,129.0,151.85402298850576,151.85489655172415
moondream:1.8b,0.2,0.9,0,870,,,129.0,151.85402298850576,151.85489655172415
moondream:1.8b,0.4,0.5,1,869,185.0,185.0,129.06436781609196,151.85172413793103,151.85402298850576
moondream:1.8b,0.4,0.6,1,869,185.0,185.0,129.06436781609196,151.85172413793103,151.85402298850576
moondream:1.8b,0.4,0.7,1,869,185.0,185.0,129.06436781609196,151.85172413793103,151.85402298850576
moondream:1.8b,0.4,0.8,1,869,185.0,185.0,129.06436781609196,151.85172413793103,151.85402298850576
moondream:1.8b,0.4,0.9,1,869,185.0,185.0,129.06436781609196,151.85172413793103,151.85402298850576
moondream:1.8b,0.6,0.5,0,870,,,129.0,151.85402298850576,151.85632183908046
moondream:1.8b,0.6,0.6,0,870,,,129.0,151.85402298850576,151.85632183908046
moondream:1.8b,0.6,0.7,0,870,,,129.0,151.85402298850576,151.85632183908046
moondream:1.8b,0.6,0.8,0,870,,,129.0,151.85402298850576,151.85632183908046
moondream:1.8b,0.6,0.9,0,870,,,129.0,151.85402298850576,151.85632183908046
moondream:1.8b,0.8,0.5,2,868,62.5,62.5,128.84712643678162,151.84942528735633,151.84942528735633
moondream:1.8b,0.8,0.6,2,868,62.5,62.5,128.84712643678162,151.84942528735633,151.84942528735633
moondream:1.8b,0.8,0.7,2,868,62.5,62.5,128.84712643678162,151.84942528735633,151.84942528735633
moondream:1.8b,0.8,0.8,2,868,62.5,62.5,128.84712643678162,151.84942528735633,151.84942528735633
moondream:1.8b,0.8,0.9,0,870,,,129.0,151.85402298850576,151.85862068965517
moondream:1.8b,1.0,0.5,0,870,,,129.0,151.85402298850576,151.85862068965517
moondream:1.8b,1.0,0.6,0,870,,,129.0,151.85402298850576,151.85862068965517
moondream:1.8b,1.0,0.7,0,870,,,129.0,151.85402298850576,151.85862068965517
moondream:1.8b,1.0,0.8,0,870,,,129.0,151.85402298850576,151.85862068965517
moondream:1.8b,1.0,0.9,0,870,,,129.0,151.85402298850576,151.85862068965517
qwen2.5vl:3b,0.0,0.5,5,865,21.0,0.0,128.3793103448276,151.25632183908047,151.25632183908047
qwen2.5vl:3b,0.0,0.6,2,868,50.0,50.0,128.8183908045977,151.6816091954023,152.10689655172413
qwen2.5vl:3b,0.0,0.7,1,869,100.0,100.0,128.96666666666667,151.82528735632184,152.39425287356323
qwen2.5vl:3b,0.0,0.8,0,870,,,129.0,151.85402298850576,152.45172413793102
qwen2.5vl:3b,0.0,0.9,0,870,,,129.0,151.85402298850576,152.45172413793102
qwen2.5vl:3b,0.2,0.5,6,864,35.5,0.0,128.3551724137931,151.2367816091954,151.2367816091954
qwen2.5vl:3b,0.2,0.6,3,867,33.333333333333336,0.0,128.67011494252873,151.53793103448277,151.83908045977012
qwen2.5vl:3b,0.2,0.7,2,868,50.0,50.0,128.8183908045977,151.6816091954023,152.1264367816092
qwen2.5vl:3b,0.2,0.8,0,870,,,129.0,151.85402298850576,152.4712643678161
qwen2.5vl:3b,0.2,0.9,0,870,,,129.0,151.85402298850576,152.4712643678161
qwen2.5vl:3b,0.4,0.5,3,867,33.333333333333336,0.0,128.67011494252873,151.53793103448277,151.53793103448277
qwen2.5vl:3b,0.4,0.6,3,867,33.333333333333336,0.0,128.67011494252873,151.53793103448277,151.53793103448277
qwen2.5vl:3b,0.4,0.7,0,870,,,129.0,151.85402298850576,152.17011494252873
qwen2.5vl:3b,0.4,0.8,0,870,,,129.0,151.85402298850576,152.17011494252873
qwen2.5vl:3b,0.4,0.9,0,870,,,129.0,151.85402298850576,152.17011494252873
qwen2.5vl:3b,0.6,0.5,8,862,48.25,8.0,128.2574712643678,151.083908045977,151.31379310344826
qwen2.5vl:3b,0.6,0.6,5,865,34.8,16.0,128.45862068965516,151.39425287356323,151.9344827586207
qwen2.5vl:3b,0.6,0.7,4,866,43.5,37.0,128.60689655172413,151.53793103448277,152.22183908045977
qwen2.5vl:3b,0.6,0.8,2,868,37.0,37.0,128.78850574712644,151.7103448275862,152.56666666666666
qwen2.5vl:3b,0.6,0.9,2,868,37.0,37.0,128.78850574712644,151.7103448275862,152.56666666666666
qwen2.5vl:3b,0.8,0.5,28,842,66.64285714285714,46.0,126.99310344827586,149.58045977011494,152.31034482758622
qwen2.5vl:3b,0.8,0.6,18,852,62.166666666666664,53.0,127.61724137931034,150.72413793103448,154.5977011494253
qwen2.5vl:3b,0.8,0.7,15,855,61.46666666666667,49.0,127.83563218390805,150.8816091954023,154.91264367816092
qwen2.5vl:3b,0.8,0.8,10,860,58.6,53.0,128.19080459770115,151.44942528735632,156.13563218390806
qwen2.5vl:3b,0.8,0.9,5,865,60.8,70.0,128.6080459770115,151.5344827586207,156.62528735632185
qwen2.5vl:3b,1.0,0.5,80,790,76.20625,56.5,124.14540229885057,145.40287356321838,151.32528735632184
qwen2.5vl:3b,1.0,0.6,58,812,81.31896551724138,63.5,125.8212643678161,147.45459770114942,155.69310344827585
qwen2.5vl:3b,1.0,0.7,37,833,82.52702702702703,68.0,127.0235632183908,148.64080459770116,158.14367816091954
qwen2.5vl:3b,1.0,0.8,24,846,56.625,63.0,127.00344827586207,150.00919540229884,161.10114942528736
qwen2.5vl:3b,1.0,0.9,12,858,52.833333333333336,54.5,127.94942528735632,150.62183908045978,162.91494252873562
qwen2.5vl:7b,0.0,0.5,566,304,53.851590106007066,40.0,80.1103448275862,87.68045977011494,113.4103448275862
qwen2.5vl:7b,0.0,0.6,475,395,56.42526315789474,41.0,89.37586206896552,97.57241379310345,133.88620689655173
qwen2.5vl:7b,0.0,0.7,350,520,52.308571428571426,36.0,98.1471264367816,113.14597701149425,167.132183908046
qwen2.5vl:7b,0.0,0.8,259,611,43.23166023166023,31.0,103.46666666666667,126.47931034482758,194.867816091954
qwen2.5vl:7b,0.0,0.9,129,741,53.74418604651163,40.0,117.84137931034483,136.94827586206895,218.48620689655172
qwen2.5vl:7b,0.2,0.5,556,314,51.26798561151079,36.5,79.32298850574712,88.24367816091954,115.95057471264367
qwen2.5vl:7b,0.2,0.6,464,406,52.793103448275865,39.0,88.35632183908046,98.2551724137931,137.45402298850576
qwen2.5vl:7b,0.2,0.7,347,523,48.00864553314121,34.0,96.69655172413793,113.56206896551724,169.7206896551724
qwen2.5vl:7b,0.2,0.8,259,611,39.351351351351354,30.0,102.31149425287356,125.97816091954023,195.68850574712644
qwen2.5vl:7b,0.2,0.9,124,746,44.21774193548387,33.5,116.91609195402299,136.9551724137931,220.87241379310345
qwen2.5vl:7b,0.4,0.5,550,320,51.18909090909091,38.5,79.80919540229885,89.78505747126437,118.76781609195402
qwen2.5vl:7b,0.4,0.6,468,402,52.35897435897436,40.0,87.77241379310345,98.90344827586208,137.80919540229885
qwen2.5vl:7b,0.4,0.7,350,520,47.83714285714286,37.0,96.34827586206896,114.33563218390805,170.24137931034483
qwen2.5vl:7b,0.4,0.8,266,604,38.13157894736842,33.0,101.21724137931035,125.84597701149426,194.8206896551724
qwen2.5vl:7b,0.4,0.9,130,740,45.276923076923076,37.0,116.48965517241379,136.87241379310345,220.08275862068965
qwen2.5vl:7b,0.6,0.5,536,334,51.01679104477612,33.5,80.95517241379311,90.73908045977012,120.52643678160919
qwen2.5vl:7b,0.6,0.6,437,433,54.816933638443935,39.0,91.73793103448276,101.80804597701149,143.85977011494253
qwen2.5vl:7b,0.6,0.7,323,547,51.136222910216716,35.0,100.0919540229885,115.49540229885058,173.99540229885056
qwen2.5vl:7b,0.6,0.8,229,641,45.92576419213974,31.0,107.13333333333334,129.33448275862068,202.78850574712644
qwen2.5vl:7b,0.6,0.9,118,752,51.24576271186441,39.0,118.45402298850574,138.0758620689655,223.15632183908045
qwen2.5vl:7b,0.8,0.5,516,354,56.93217054263566,45.0,86.25632183908046,94.95517241379311,128.65057471264367
qwen2.5vl:7b,0.8,0.6,421,449,57.95961995249406,46.0,94.62298850574713,105.75057471264368,151.3425287356322
qwen2.5vl:7b,0.8,0.7,300,570,54.52333333333333,45.0,103.3183908045977,119.3103448275862,181.66666666666666
qwen2.5vl:7b,0.8,0.8,217,653,49.92165898617512,43.0,109.27586206896552,131.18620689655174,206.4390804597701
qwen2.5vl:7b,0.8,0.9,115,755,50.33913043478261,43.0,118.60229885057471,139.49425287356323,227.6551724137931
qwen2.5vl:7b,1.0,0.5,494,376,59.25708502024292,45.0,89.39885057471264,98.00344827586207,131.95977011494253
qwen2.5vl:7b,1.0,0.6,400,470,58.26,45.5,96.47586206896551,108.89540229885057,156.25402298850574
qwen2.5vl:7b,1.0,0.7,261,609,54.490421455938694,44.0,106.6471264367816,124.62298850574713,192.41264367816092
qwen2.5vl:7b,1.0,0.8,188,682,49.8936170212766,42.0,111.90574712643678,134.24022988505746,214.31149425287356
qwen2.5vl:7b,1.0,0.9,98,772,58.57142857142857,49.0,121.06666666666666,141.59195402298852,232.04252873563217
qwen3-vl:2b,0.0,0.5,71,799,62.87323943661972,35.0,123.60344827586206,142.44827586206895,246.8505747126437
qwen3-vl:2b,0.0,0.6,60,810,68.41666666666667,38.5,124.82183908045977,143.69080459770115,249.84597701149426
qwen3-vl:2b,0.0,0.7,40,830,39.3,32.0,124.87586206896552,146.03563218390804,256.21379310344827
qwen3-vl:2b,0.0,0.8,32,838,37.65625,29.0,125.64022988505747,147.24942528735633,259.03678160919543
qwen3-vl:2b,0.0,0.9,16,854,45.4375,38.0,127.4632183908046,149.85172413793103,264.28275862068966
qwen3-vl:2b,0.2,0.5,80,790,56.425,38.5,122.32643678160919,142.14597701149424,245.6
qwen3-vl:2b,0.2,0.6,63,807,59.20634920634921,37.0,123.94597701149425,144.2264367816092,250.23218390804598
qwen3-vl:2b,0.2,0.7,47,823,59.91489361702128,34.0,125.26781609195402,146.10689655172413,255.4919540229885
qwen3-vl:2b,0.2,0.8,43,827,42.627906976744185,32.0,124.73103448275862,146.51609195402298,256.4183908045977
qwen3-vl:2b,0.2,0.9,21,849,49.38095238095238,46.0,127.07816091954022,149.43793103448274,262.51264367816094
qwen3-vl:2b,0.4,0.5,147,723,66.68707482993197,45.0,118.47126436781609,135.32413793103447,222.2896551724138
qwen3-vl:2b,0.4,0.6,119,751,66.81512605042016,47.0,120.49425287356321,137.91379310344828,228.24137931034483
qwen3-vl:2b,0.4,0.7,85,785,55.294117647058826,46.0,121.79885057471265,141.3896551724138,237.0735632183908
qwen3-vl:2b,0.4,0.8,58,812,44.724137931034484,25.5,123.3816091954023,145.6793103448276,246.5241379310345
qwen3-vl:2b,0.4,0.9,31,839,53.064516129032256,25.0,126.29425287356322,148.85172413793103,253.31724137931033
qwen3-vl:2b,0.6,0.5,268,602,69.04477611940298,46.0,110.53103448275863,124.9080459770115,194.71206896551723
qwen3-vl:2b,0.6,0.6,202,668,69.14603960396039,50.0,115.1028735632184,130.77988505747126,208.57528735632184
qwen3-vl:2b,0.6,0.7,141,729,58.97517730496454,53.0,117.65114942528736,136.74310344827586,223.14770114942527
qwen3-vl:2b,0.6,0.8,101,769,50.45544554455446,38.0,119.8816091954023,142.96781609195403,236.36954022988505
qwen3-vl:2b,0.6,0.9,61,809,59.36065573770492,52.0,124.11724137931034,146.32413793103447,243.7258620689655
qwen3-vl:2b,0.8,0.5,312,558,78.90064102564102,58.0,111.03333333333333,121.65287356321839,175.82183908045977
qwen3-vl:2b,0.8,0.6,234,636,79.11965811965813,60.0,115.58390804597701,129.07471264367817,193.41034482758621
qwen3-vl:2b,0.8,0.7,173,697,75.878612716763,58.0,118.4367816091954,134.99310344827586,207.2471264367816
qwen3-vl:2b,0.8,0.8,110,760,63.54545454545455,55.5,120.72413793103448,143.19310344827585,225.7
qwen3-vl:2b,0.8,0.9,64,806,74.5625,69.5,124.99540229885058,146.5758620689655,234.3183908045977
qwen3-vl:2b,1.0,0.5,284,586,82.88380281690141,65.0,113.94597701149425,125.32183908045977,163.53218390804597
qwen3-vl:2b,1.0,0.6,184,686,80.90760869565217,68.5,118.8287356321839,134.12873563218392,186.4977011494253
qwen3-vl:2b,1.0,0.7,138,732,72.1231884057971,62.5,119.97816091954023,138.3873563218391,196.50919540229884
qwen3-vl:2b,1.0,0.8,83,787,60.566265060240966,61.0,122.47126436781609,145.65172413793104,211.70229885057472
qwen3-vl:2b,1.0,0.9,41,829,69.95121951219512,71.0,126.21724137931035,148.60459770114943,218.85632183908046
qwen3-vl:4b,0.0,0.5,222,648,54.7972972972973,30.0,110.06551724137931,125.95747126436781,183.68735632183908
qwen3-vl:4b,0.0,0.6,161,709,58.577639751552795,37.0,115.96781609195402,130.9505747126437,195.10574712643677
qwen3-vl:4b,0.0,0.7,122,748,60.65573770491803,40.0,119.41609195402299,134.44482758620688,203.6344827586207
qwen3-vl:4b,0.0,0.8,66,804,36.878787878787875,28.0,122.01149425287356,143.3206896551724,222.4758620689655
qwen3-vl:4b,0.0,0.9,42,828,40.42857142857143,29.5,124.72413793103448,146.67701149425287,229.52183908045976
qwen3-vl:4b,0.2,0.5,218,652,49.423853211009174,28.0,109.06022988505747,125.09126436781608,171.92689655172413
qwen3-vl:4b,0.2,0.6,157,713,53.002292993630576,35.0,115.28547126436781,130.67397701149426,183.8279540229885
qwen3-vl:4b,0.2,0.7,113,757,48.66053097345132,35.0,118.56510344827586,135.55131034482758,195.29002298850577
qwen3-vl:4b,0.2,0.8,73,797,35.433424657534246,28.0,121.14901149425287,141.9903908045977,209.26933333333335
qwen3-vl:4b,0.2,0.9,48,822,36.958333333333336,28.5,123.92183908045978,145.58275862068965,216.79659770114944
qwen3-vl:4b,0.4,0.5,256,614,48.37890625,28.0,105.27701149425287,121.04137931034482,168.15632183908045
qwen3-vl:4b,0.4,0.6,188,682,50.170212765957444,34.0,111.96551724137932,126.98505747126437,181.4505747126437
qwen3-vl:4b,0.4,0.7,141,729,52.751773049645394,32.0,116.64252873563218,131.7655172413793,192.39540229885057
qwen3-vl:4b,0.4,0.8,81,789,32.592592592592595,24.0,120.02413793103449,141.44137931034481,212.96781609195403
qwen3-vl:4b,0.4,0.9,56,814,36.375,30.5,123.03793103448275,144.6689655172414,219.8505747126437
qwen3-vl:4b,0.6,0.5,283,587,56.19081272084806,27.0,105.316091954023,118.96896551724137,167.53103448275863
qwen3-vl:4b,0.6,0.6,211,659,61.492890995260666,33.0,112.62758620689655,125.70574712643678,182.57931034482758
qwen3-vl:4b,0.6,0.7,153,717,63.967320261437905,37.0,117.5632183908046,130.92068965517242,194.89655172413794
qwen3-vl:4b,0.6,0.8,75,795,36.12,24.0,120.99310344827586,142.59080459770115,219.7057471264368
qwen3-vl:4b,0.6,0.9,48,822,39.541666666666664,23.5,124.06436781609196,145.70459770114942,226.37701149425288
qwen3-vl:4b,0.8,0.5,319,551,49.95141065830721,31.0,100.01551724137931,112.96954022988506,152.44885057471265
qwen3-vl:4b,0.8,0.6,229,641,52.83187772925764,37.0,108.95114942528735,121.02701149425287,171.06954022988506
qwen3-vl:4b,0.8,0.7,163,707,55.08588957055215,40.0,115.15172413793104,128.6206896551724,187.29827586206898
qwen3-vl:4b,0.8,0.8,91,779,36.94505494505494,31.0,119.3712643678161,140.37241379310345,212.25689655172414
qwen3-vl:4b,0.8,0.9,59,811,40.101694915254235,31.0,122.97126436781609,144.44942528735632,220.78793103448277
qwen3-vl:4b,1.0,0.5,292,578,54.842465753424655,30.5,104.1103448275862,117.60574712643678,185.21724137931034
qwen3-vl:4b,1.0,0.6,202,668,62.054455445544555,38.5,113.45632183908046,126.16666666666667,204.44482758620688
qwen3-vl:4b,1.0,0.7,143,727,57.50349650349651,37.0,117.24827586206897,132.5103448275862,219.19655172413792
qwen3-vl:4b,1.0,0.8,79,791,38.0253164556962,29.0,120.73908045977012,142.1183908045977,240.89080459770116
qwen3-vl:4b,1.0,0.9,54,816,40.81481481481482,31.5,123.52643678160919,145.16091954022988,248.05402298850575
qwen3-vl:8b,0.0,0.5,312,558,50.07692307692308,30.0,100.69655172413793,114.42528735632185,1.2771392081736908e+28
qwen3-vl:8b,0.0,0.6,226,644,54.14159292035398,36.0,109.55402298850575,121.56896551724138,1.2771392081736908e+28
qwen3-vl:8b,0.0,0.7,164,706,56.48170731707317,36.0,115.32988505747126,127.88850574712643,1.2771392081736908e+28
qwen3-vl:8b,0.0,0.8,88,782,36.21590909090909,25.5,119.61494252873563,140.38045977011495,1.2771392081736908e+28
qwen3-vl:8b,0.0,0.9,60,810,36.0,25.5,122.58620689655173,143.67241379310346,1.2771392081736908e+28
qwen3-vl:8b,0.2,0.5,370,500,49.597297297297295,28.5,95.23103448275862,107.96436781609195,155.1574712643678
qwen3-vl:8b,0.2,0.6,253,617,58.047430830039524,35.0,108.36666666666666,118.24712643678161,177.63563218390806
qwen3-vl:8b,0.2,0.7,186,684,58.0,34.0,113.82068965517242,125.54942528735633,193.75977011494254
qwen3-vl:8b,0.2,0.8,100,770,36.76,28.5,118.39770114942529,139.4505747126437,224.14367816091954
qwen3-vl:8b,0.2,0.9,64,806,35.359375,26.5,122.11149425287357,143.57701149425287,233.54597701149424
qwen3-vl:8b,0.4,0.5,306,564,50.80392156862745,29.0,101.49655172413793,116.9448275862069,161.7712643678161
qwen3-vl:8b,0.4,0.6,214,656,55.18691588785047,36.0,110.84367816091954,124.44137931034483,178.65402298850574
qwen3-vl:8b,0.4,0.7,159,711,55.55345911949686,37.0,115.57701149425287,130.6126436781609,191.60114942528736
qwen3-vl:8b,0.4,0.8,83,787,43.674698795180724,33.0,120.85977011494253,142.54022988505747,217.23563218390805
qwen3-vl:8b,0.4,0.9,57,813,39.175438596491226,29.0,123.11494252873563,145.20114942528735,223.31149425287356
qwen3-vl:8b,0.6,0.5,358,512,53.51117318435754,30.0,97.9367816091954,110.05977011494252,152.8528735632184
qwen3-vl:8b,0.6,0.6,253,617,60.41106719367589,35.0,109.05402298850575,119.3735632183908,173.42528735632183
qwen3-vl:8b,0.6,0.7,191,679,59.80104712041885,35.0,113.80804597701149,125.47816091954023,186.97241379310344
qwen3-vl:8b,0.6,0.8,102,768,33.68627450980392,27.0,117.82528735632184,139.75862068965517,217.42528735632183
qwen3-vl:8b,0.6,0.9,56,814,31.857142857142858,25.5,122.74712643678161,145.19080459770115,229.65057471264367
qwen3-vl:8b,0.8,0.5,339,531,56.24424778761062,30.0,100.65034482758621,113.58022988505748,151.61287356321841
qwen3-vl:8b,0.8,0.6,244,626,57.777868852459015,34.0,109.02505747126438,122.34,171.53241379310347
qwen3-vl:8b,0.8,0.7,181,689,55.81657458563536,36.0,113.77448275862069,128.39057471264368,185.6680459770115
qwen3-vl:8b,0.8,0.8,92,778,41.75869565217391,33.5,119.77448275862069,141.91471264367817,214.21747126436782
qwen3-vl:8b,0.8,0.9,54,816,44.96296296296296,37.0,123.78390804597701,145.77586206896552,222.85241379310347
qwen3-vl:8b,1.0,0.5,354,516,58.4774011299435,33.0,100.30459770114942,111.05172413793103,153.86896551724138
qwen3-vl:8b,1.0,0.6,257,613,63.793774319066145,38.0,109.73793103448276,119.76091954022988,173.17011494252873
qwen3-vl:8b,1.0,0.7,177,693,67.24858757062147,42.0,116.4367816091954,127.183908045977,191.7425287356322
qwen3-vl:8b,1.0,0.8,90,780,43.46666666666667,34.0,120.15172413793104,141.62413793103448,224.00459770114944
qwen3-vl:8b,1.0,0.9,62,808,42.66129032258065,32.0,122.84712643678161,144.14597701149424,230.45747126436783
