model,temperature,epsilon,precision_mean,precision_lo,precision_hi,recall_mean,recall_lo,recall_hi,f1_mean,f1_lo,f1_hi,jaccard_mean,jaccard_lo,jaccard_hi,mae_mean,mae_lo,mae_hi,cpmae_mean,cpmae_lo,cpmae_hi,cpmae_fp_mean,cpmae_fp_lo,cpmae_fp_hi
bakllava:7b,0.4,0.5,0.40583944178100134,0.35476528132246166,0.4605271528056783,0.18571854475229713,0.15635013151050792,0.2185015851542109,0.25458366233148805,0.21985779324073226,0.29291336695939707,0.14598867045406366,0.12350574758394497,0.17158670372867973,189.87244259906635,115.9325,288.34437500000007,151.90989597763053,147.04030666096133,157.27441470627326,154.3221235718793,148.78273360945028,160.34098720050042
bakllava:7b,0.4,0.6,0.2779949461590981,0.23013640255292653,0.3261936090225564,0.12725814718553607,0.10157969455417608,0.15419833018856285,0.17442745507635293,0.14182886247432017,0.20727187483385126,0.09563537122043997,0.0763271261389487,0.11561813217807258,180.66959117586006,27.0,361.0,151.85893886137546,146.97365389144002,157.20470010797428,154.77506432585656,149.00463218390803,160.96190198366392
bakllava:7b,0.4,0.7,0.18279792991667107,0.14704559201572662,0.22025631411602375,0.08368988276885463,0.06433204204552646,0.10324842261230506,0.11470591182052432,0.09028498261473791,0.13914874417205592,0.060890860925100494,0.047276678588364734,0.07477693034435076,130.8927791920518,4.0,349.0,151.8601033388969,146.97365389144002,157.2058867059939,154.77739328089936,149.0067988505747,160.96429404900817
bakllava:7b,0.4,0.8,0.12769458370096054,0.09470556176933653,0.16092252575011193,0.058482203338002206,0.041379310344827586,0.07508939213349225,0.08014733965114292,0.05789467062553469,0.10195213398085645,0.04178075624155204,0.029810263199304885,0.05371420606157154,56.79201982027379,4.0,117.0,151.86122868973925,146.9747942423172,157.20701648583164,154.77964398258416,149.01124712643676,160.96668611435237
bakllava:7b,0.4,0.9,0.03970439994080764,0.021388948306595365,0.06090082159624411,0.018214855393495853,0.009422020935981022,0.028136419684631875,0.024949189491413778,0.013018449793936508,0.03827127843370739,0.012642285977143996,0.006551872509319318,0.01950895558263089,56.79201982027379,4.0,117.0,151.86122868973925,146.9747942423172,157.20701648583164,154.77964398258416,149.01124712643676,160.96668611435237
bakllava:7b,0.6,0.5,0.3932432661347565,0.34278944578489434,0.4457914364223812,0.17667279053478532,0.1481042654028436,0.206937424384998,0.24358827210686734,0.2097261508320581,0.28037859256438047,0.13880759742034968,0.11714752518538991,0.16304669850580633,228.92302241219,119.10220588235295,461.5699346405224,153.2117552687439,147.5953819439307,159.1505967267,154.1582124070453,148.37994111167598,160.29850955969576
bakllava:7b,0.6,0.6,0.2698936934136245,0.2258758317771758,0.31733333333333336,0.12128718056507663,0.0976686024133305,0.14612141380201601,0.16721164388323168,0.13720513569053058,0.1998441247002398,0.09131453526150063,0.07365552613289464,0.11101490033550424,256.00009146273294,89.7375,620.6399999999999,153.23015509408938,147.61842348789577,159.18097490203357,154.19501205773628,148.4272619047619,160.34413988437345
bakllava:7b,0.6,0.7,0.18590071150630263,0.14515620764434808,0.22727584059775838,0.08359970557182549,0.06313318704031781,0.10569272878392709,0.11522945518287142,0.08796633192317567,0.14285988799824312,0.06119742527789789,0.046006685654457695,0.07692466887417218,313.3381930430951,90.0,990.2083333333298,153.39093611622903,147.74342183081313,159.35430850116484,154.5255051655159,148.6335565130925,160.72152337769808
bakllava:7b,0.6,0.8,0.13496095909755684,0.10218724067268448,0.17015846051019273,0.0606920786817796,0.044236990488861434,0.07918636455730398,0.08365482711772101,0.06244871096877501,0.10712668911757597,0.043692121574468806,0.032230739570466314,0.056594750340307774,360.6202125720469,33.0,1131.2799999999972,153.39437798518605,147.74691390865306,159.35664115800148,154.53238890343002,148.64230195558503,160.72617022963934
bakllava:7b,0.6,0.9,0.035366433939422015,0.019464213300892135,0.05291005291005291,0.01590670138316187,0.008546747967479675,0.024194770283479952,0.021923956905301124,0.011938652792019548,0.03304549706660388,0.011091052654475247,0.006005173261999201,0.01680033626901521,115.0,115.0,115.0,151.99853478422824,147.12279243134716,157.33250160051216,154.85448623698548,148.68694009679714,161.53560952817145
bakllava:7b,0.8,0.5,0.4780879773011285,0.4187878787878788,0.5389144195142034,0.17507805325753514,0.14383218774706746,0.20942618681979028,0.25603242800126913,0.21644295302013425,0.2974563056041668,0.1469742027629951,0.1213546566321731,0.1747128785972125,141.8231480949446,81.24791666666667,200.9165624999999,151.9054597021773,147.00305751795597,157.25271309587097,152.10304230662774,147.20306311079713,157.39254171931205
bakllava:7b,0.8,0.6,0.3088890757226089,0.25465556182947485,0.3622944704650105,0.11311572431157953,0.08842956146074747,0.1395089723359173,0.16541964335182296,0.13236500499447493,0.19967825040008375,0.09026326553630375,0.07087305891378536,0.11091253574356616,101.57209295940395,50.7875,148.0,151.98374414406692,147.09536606974424,157.33164185716817,152.25961119040696,147.37440228102486,157.56444189329525
bakllava:7b,0.8,0.7,0.2025259449577838,0.15880917013269955,0.2507156308851224,0.07418214459367775,0.05529777924588584,0.09535027528967047,0.10847706396759964,0.0826144030735397,0.1365645188160598,0.057404746723324636,0.04308700517667517,0.07328642211647136,135.2272643848024,118.0,163.0,151.9962659102786,147.11821162449132,157.33167295015886,152.28465472283034,147.39732804393032,157.60971532889891
bakllava:7b,0.8,0.8,0.14973323943876335,0.10795409451659452,0.1968290043290043,0.05484319099734833,0.037988473233858996,0.07407850964737189,0.0801984043026507,0.05652535328345802,0.10642238037217541,0.04182033882341429,0.0290846877673225,0.05620175245509767,140.69710183957574,118.0,163.0,151.997406206279,147.11824086425742,157.33173163560488,152.28693531483108,147.3996961325967,157.60977367195608
bakllava:7b,0.8,0.9,0.04988665466888613,0.026934268053671037,0.07807102394861289,0.018252883652745567,0.009467175850154573,0.028470663901930305,0.026699017058013766,0.014009590162053854,0.04159907099278978,0.013542801353671563,0.007054208373469587,0.021241345649776745,163.0,163.0,163.0,151.99854368387867,147.12057512733446,157.33173163560488,152.28921027003045,147.4065934864786,157.61651330329246
bakllava:7b,1.0,0.5,0.38626336290316793,0.3377281134140444,0.43782989997338884,0.15972440915937586,0.1293586902383471,0.19036970292704236,0.22575795582480954,0.1897410358565737,0.2621668667466987,0.12736484015557292,0.10481430545026534,0.15085848102194754,180.1164067101153,126.88295454545455,258.8482142857143,151.6494247185956,146.82180523199378,156.78524930813555,153.57090706113888,148.22323482376456,159.357432211976
bakllava:7b,1.0,0.6,0.2634603906581061,0.21999828178694159,0.3074868037419337,0.10895355669077303,0.08551607510235883,0.13265555950345317,0.15399317631608075,0.12479973018549748,0.18458283880357845,0.0834953660412903,0.06655274756304172,0.10167516722408022,176.88321251888877,88.10520833333334,289.1674107142856,151.80166282973786,146.96729711597396,156.99245872033023,153.87538328342345,148.4608535813718,159.78134082041103
bakllava:7b,1.0,0.7,0.17480842888757306,0.13999854227405248,0.2102110196449819,0.07229181049916751,0.05549106936964175,0.09049317158431093,0.10217616740865737,0.07971639101541428,0.12567947718530753,0.05387819403770879,0.041512822108801195,0.06705335382346408,204.51585081061393,84.95625,356.4157142857143,151.8061415201591,146.97185796875775,156.99716718266254,153.8843406642658,148.46779422930902,159.78378122237714
bakllava:7b,1.0,0.8,0.14416584915106886,0.11214815427452926,0.1774386582017844,0.05963395487914599,0.044565097402597405,0.07675860323886638,0.08427965230397715,0.06412396451768634,0.1071976110260337,0.04402660272344679,0.03312400347766346,0.056634338402448935,86.87066697449286,57.48,121.77333333333337,151.92655180420635,147.10482008111677,157.25894665610352,154.12516123236034,148.54710638025153,160.16290987238568
bakllava:7b,1.0,0.9,0.035833548029496225,0.017957447935986436,0.05602428776388604,0.01483950415680519,0.00698385558142543,0.023809523809523808,0.02096524708017369,0.010024436090225564,0.03314962938530185,0.010602407632836973,0.0050374669316355074,0.01685416942986528,,,,151.9996973428103,147.12285091087935,157.33250160051216,154.2714523095682,148.64056955042173,160.34754806125773
