model,temperature,run,epsilon,f1_mean,f1_lo,f1_hi,mae_mean,mae_lo,mae_hi,cpmae_mean,cpmae_lo,cpmae_hi
gemma4:12b,0.0,r1,0.5,0.5214537960327379,0.4878317064558947,0.5529856484668749,51.120291480054654,45.27013420902342,57.598638047245096,101.5667912235081,95.84174481895694,107.656492052635
gemma4:12b,0.0,r1,0.6,0.33556570767564986,0.3036264578898716,0.36808458412905626,60.523380727184474,52.81539473684211,69.40989241326832,113.44557770538816,107.81649184149184,119.22633779761904
gemma4:12b,0.0,r1,0.7,0.21606722278507867,0.18843107516009439,0.24496958705468544,59.15257539509898,48.55208100037327,71.2677207998788,125.14142103825094,119.8302418818206,131.11919424019607
gemma4:12b,0.0,r1,0.8,0.10731174021378792,0.08669796428699317,0.12831155791547713,46.12692203826138,37.43406929347826,55.840062623599195,142.2894738098565,137.04772726983177,147.94420724808217
gemma4:12b,0.0,r1,0.9,0.06273404695281849,0.04650508720930232,0.08010032949173304,49.504936678044764,35.487556561085974,64.85424107142858,146.22157748169494,141.22511119847243,151.92810544679253
gemma4:12b,0.2,r1,0.5,0.5242657893392718,0.49150209947855145,0.5562256537347309,50.66358220412134,45.05242727731787,57.05565408085431,101.49405525149514,95.40175537938845,107.6622823945616
gemma4:12b,0.2,r1,0.6,0.3318871110002198,0.30223432323508315,0.36193969535611514,57.98500950006605,50.54539742970458,66.8110921185792,113.63637116075927,107.7264976177737,119.45499947414548
gemma4:12b,0.2,r1,0.7,0.21453904470786048,0.18877174695551022,0.24034047569516678,58.67783563453009,47.91441407856849,71.11709549727857,126.35330420611214,121.113122313374,131.81687131050765
gemma4:12b,0.2,r1,0.8,0.1035095843408353,0.08406059646775899,0.12405976999899124,40.55205735359932,32.828756313131315,48.65051543580233,141.50422553943778,136.12296874999998,147.21348892798284
gemma4:12b,0.2,r1,0.9,0.06354007840627236,0.048104124328355424,0.07870898410741195,38.502419077781795,30.28515037593985,47.63085038363171,145.16705893210482,139.9817640760801,150.89069088675336
gemma4:12b,0.4,r1,0.5,0.5257465247184969,0.49474788789886653,0.5570780205716452,51.067949335906526,45.872306108442004,57.043315493321344,102.34265600936784,96.83343601478613,108.2709376196193
gemma4:12b,0.4,r1,0.6,0.3380947312056001,0.30787130530567286,0.36842248283752865,58.294383496380576,52.24332002733125,65.58338022508038,114.18711303368319,108.88599701283043,119.86924765807963
